Entity,Code,Date,Total confirmed cases (cases)
Afghanistan,AFG,20191231,0
Afghanistan,AFG,20200101,0
Afghanistan,AFG,20200102,0
Afghanistan,AFG,20200103,0
Afghanistan,AFG,20200104,0
Afghanistan,AFG,20200105,0
Afghanistan,AFG,20200106,0
Afghanistan,AFG,20200107,0
Afghanistan,AFG,20200108,0
Afghanistan,AFG,20200109,0
Afghanistan,AFG,20200110,0
Afghanistan,AFG,20200111,0
Afghanistan,AFG,20200112,0
Afghanistan,AFG,20200113,0
Afghanistan,AFG,20200114,0
Afghanistan,AFG,20200115,0
Afghanistan,AFG,20200116,0
Afghanistan,AFG,20200117,0
Afghanistan,AFG,20200118,0
Afghanistan,AFG,20200119,0
Afghanistan,AFG,20200120,0
Afghanistan,AFG,20200121,0
Afghanistan,AFG,20200122,0
Afghanistan,AFG,20200123,0
Afghanistan,AFG,20200124,0
Afghanistan,AFG,20200125,0
Afghanistan,AFG,20200126,0
Afghanistan,AFG,20200127,0
Afghanistan,AFG,20200128,0
Afghanistan,AFG,20200129,0
Afghanistan,AFG,20200130,0
Afghanistan,AFG,20200131,0
Afghanistan,AFG,20200201,0
Afghanistan,AFG,20200202,0
Afghanistan,AFG,20200203,0
Afghanistan,AFG,20200204,0
Afghanistan,AFG,20200205,0
Afghanistan,AFG,20200206,0
Afghanistan,AFG,20200207,0
Afghanistan,AFG,20200208,0
Afghanistan,AFG,20200209,0
Afghanistan,AFG,20200210,0
Afghanistan,AFG,20200211,0
Afghanistan,AFG,20200212,0
Afghanistan,AFG,20200213,0
Afghanistan,AFG,20200214,0
Afghanistan,AFG,20200215,0
Afghanistan,AFG,20200216,0
Afghanistan,AFG,20200217,0
Afghanistan,AFG,20200218,0
Afghanistan,AFG,20200219,0
Afghanistan,AFG,20200220,0
Afghanistan,AFG,20200221,0
Afghanistan,AFG,20200222,0
Afghanistan,AFG,20200223,0
Afghanistan,AFG,20200224,0
Afghanistan,AFG,20200225,1
Afghanistan,AFG,20200226,1
Afghanistan,AFG,20200227,1
Afghanistan,AFG,20200228,1
Afghanistan,AFG,20200229,1
Afghanistan,AFG,20200301,1
Afghanistan,AFG,20200302,1
Afghanistan,AFG,20200308,4
Afghanistan,AFG,20200311,7
Afghanistan,AFG,20200315,10
Afghanistan,AFG,20200316,16
Afghanistan,AFG,20200317,21
Afghanistan,AFG,20200318,22
Afghanistan,AFG,20200319,22
Afghanistan,AFG,20200320,22
Afghanistan,AFG,20200321,24
Afghanistan,AFG,20200322,24
Afghanistan,AFG,20200323,34
Afghanistan,AFG,20200324,40
Afghanistan,AFG,20200325,42
Afghanistan,AFG,20200326,75
Afghanistan,AFG,20200327,75
Afghanistan,AFG,20200328,91
Afghanistan,AFG,20200329,106
Afghanistan,AFG,20200330,114
Afghanistan,AFG,20200331,141
Afghanistan,AFG,20200401,166
Afghanistan,AFG,20200402,192
Afghanistan,AFG,20200403,235
Afghanistan,AFG,20200404,235
Afghanistan,AFG,20200405,270
Afghanistan,AFG,20200406,299
Afghanistan,AFG,20200407,337
Afghanistan,AFG,20200408,367
Afghanistan,AFG,20200409,423
Afghanistan,AFG,20200410,484
Afghanistan,AFG,20200411,521
Afghanistan,AFG,20200412,555
Africa,,20191231,0
Africa,,20200101,0
Africa,,20200102,0
Africa,,20200103,0
Africa,,20200104,0
Africa,,20200105,0
Africa,,20200106,0
Africa,,20200107,0
Africa,,20200108,0
Africa,,20200109,0
Africa,,20200110,0
Africa,,20200111,0
Africa,,20200112,0
Africa,,20200113,0
Africa,,20200114,0
Africa,,20200115,0
Africa,,20200116,0
Africa,,20200117,0
Africa,,20200118,0
Africa,,20200119,0
Africa,,20200120,0
Africa,,20200121,0
Africa,,20200122,0
Africa,,20200123,0
Africa,,20200124,0
Africa,,20200125,0
Africa,,20200126,0
Africa,,20200127,0
Africa,,20200128,0
Africa,,20200129,0
Africa,,20200130,0
Africa,,20200131,0
Africa,,20200201,0
Africa,,20200202,0
Africa,,20200203,0
Africa,,20200204,0
Africa,,20200205,0
Africa,,20200206,0
Africa,,20200207,0
Africa,,20200208,0
Africa,,20200209,0
Africa,,20200210,0
Africa,,20200211,0
Africa,,20200212,0
Africa,,20200213,0
Africa,,20200214,0
Africa,,20200215,1
Africa,,20200216,1
Africa,,20200217,1
Africa,,20200218,1
Africa,,20200219,1
Africa,,20200220,1
Africa,,20200221,1
Africa,,20200222,1
Africa,,20200223,1
Africa,,20200224,1
Africa,,20200225,1
Africa,,20200226,2
Africa,,20200227,2
Africa,,20200228,3
Africa,,20200229,3
Africa,,20200301,3
Africa,,20200302,6
Africa,,20200303,9
Africa,,20200304,11
Africa,,20200305,20
Africa,,20200306,29
Africa,,20200307,43
Africa,,20200308,44
Africa,,20200309,83
Africa,,20200310,95
Africa,,20200311,105
Africa,,20200312,118
Africa,,20200313,158
Africa,,20200314,202
Africa,,20200315,239
Africa,,20200316,324
Africa,,20200317,404
Africa,,20200318,494
Africa,,20200319,634
Africa,,20200320,736
Africa,,20200321,967
Africa,,20200322,1131
Africa,,20200323,1290
Africa,,20200324,1697
Africa,,20200325,2170
Africa,,20200326,2652
Africa,,20200327,3216
Africa,,20200328,3700
Africa,,20200329,4079
Africa,,20200330,4572
Africa,,20200331,5064
Africa,,20200401,5494
Africa,,20200402,6248
Africa,,20200403,6744
Africa,,20200404,7323
Africa,,20200405,8489
Africa,,20200406,9175
Africa,,20200407,9802
Africa,,20200408,10524
Africa,,20200409,11446
Africa,,20200410,12280
Africa,,20200411,12952
Africa,,20200412,13666
Albania,ALB,20200309,2
Albania,ALB,20200310,6
Albania,ALB,20200311,10
Albania,ALB,20200312,11
Albania,ALB,20200313,23
Albania,ALB,20200314,33
Albania,ALB,20200315,38
Albania,ALB,20200316,42
Albania,ALB,20200317,51
Albania,ALB,20200318,55
Albania,ALB,20200319,59
Albania,ALB,20200320,70
Albania,ALB,20200321,70
Albania,ALB,20200322,76
Albania,ALB,20200323,89
Albania,ALB,20200324,100
Albania,ALB,20200325,123
Albania,ALB,20200326,146
Albania,ALB,20200327,174
Albania,ALB,20200328,186
Albania,ALB,20200329,197
Albania,ALB,20200330,212
Albania,ALB,20200331,223
Albania,ALB,20200401,243
Albania,ALB,20200402,259
Albania,ALB,20200403,277
Albania,ALB,20200404,304
Albania,ALB,20200405,333
Albania,ALB,20200406,361
Albania,ALB,20200407,377
Albania,ALB,20200408,383
Albania,ALB,20200409,400
Albania,ALB,20200410,409
Albania,ALB,20200411,416
Albania,ALB,20200412,433
Algeria,DZA,20191231,0
Algeria,DZA,20200101,0
Algeria,DZA,20200102,0
Algeria,DZA,20200103,0
Algeria,DZA,20200104,0
Algeria,DZA,20200105,0
Algeria,DZA,20200106,0
Algeria,DZA,20200107,0
Algeria,DZA,20200108,0
Algeria,DZA,20200109,0
Algeria,DZA,20200110,0
Algeria,DZA,20200111,0
Algeria,DZA,20200112,0
Algeria,DZA,20200113,0
Algeria,DZA,20200114,0
Algeria,DZA,20200115,0
Algeria,DZA,20200116,0
Algeria,DZA,20200117,0
Algeria,DZA,20200118,0
Algeria,DZA,20200119,0
Algeria,DZA,20200120,0
Algeria,DZA,20200121,0
Algeria,DZA,20200122,0
Algeria,DZA,20200123,0
Algeria,DZA,20200124,0
Algeria,DZA,20200125,0
Algeria,DZA,20200126,0
Algeria,DZA,20200127,0
Algeria,DZA,20200128,0
Algeria,DZA,20200129,0
Algeria,DZA,20200130,0
Algeria,DZA,20200131,0
Algeria,DZA,20200201,0
Algeria,DZA,20200202,0
Algeria,DZA,20200203,0
Algeria,DZA,20200204,0
Algeria,DZA,20200205,0
Algeria,DZA,20200206,0
Algeria,DZA,20200207,0
Algeria,DZA,20200208,0
Algeria,DZA,20200209,0
Algeria,DZA,20200210,0
Algeria,DZA,20200211,0
Algeria,DZA,20200212,0
Algeria,DZA,20200213,0
Algeria,DZA,20200214,0
Algeria,DZA,20200215,0
Algeria,DZA,20200216,0
Algeria,DZA,20200217,0
Algeria,DZA,20200218,0
Algeria,DZA,20200219,0
Algeria,DZA,20200220,0
Algeria,DZA,20200221,0
Algeria,DZA,20200222,0
Algeria,DZA,20200223,0
Algeria,DZA,20200224,0
Algeria,DZA,20200225,0
Algeria,DZA,20200226,1
Algeria,DZA,20200227,1
Algeria,DZA,20200228,1
Algeria,DZA,20200229,1
Algeria,DZA,20200301,1
Algeria,DZA,20200302,3
Algeria,DZA,20200304,5
Algeria,DZA,20200305,12
Algeria,DZA,20200306,17
Algeria,DZA,20200309,20
Algeria,DZA,20200312,20
Algeria,DZA,20200313,24
Algeria,DZA,20200314,26
Algeria,DZA,20200315,37
Algeria,DZA,20200316,48
Algeria,DZA,20200317,60
Algeria,DZA,20200318,60
Algeria,DZA,20200319,73
Algeria,DZA,20200320,82
Algeria,DZA,20200321,94
Algeria,DZA,20200322,94
Algeria,DZA,20200323,102
Algeria,DZA,20200324,189
Algeria,DZA,20200325,231
Algeria,DZA,20200326,264
Algeria,DZA,20200327,305
Algeria,DZA,20200328,305
Algeria,DZA,20200329,409
Algeria,DZA,20200330,454
Algeria,DZA,20200331,511
Algeria,DZA,20200401,584
Algeria,DZA,20200402,847
Algeria,DZA,20200403,847
Algeria,DZA,20200404,986
Algeria,DZA,20200405,1300
Algeria,DZA,20200406,1320
Algeria,DZA,20200407,1423
Algeria,DZA,20200408,1468
Algeria,DZA,20200409,1572
Algeria,DZA,20200410,1666
Algeria,DZA,20200411,1761
Algeria,DZA,20200412,1825
Andorra,AND,20200303,1
Andorra,AND,20200314,2
Andorra,AND,20200316,5
Andorra,AND,20200317,14
Andorra,AND,20200318,14
Andorra,AND,20200319,53
Andorra,AND,20200320,75
Andorra,AND,20200321,75
Andorra,AND,20200322,88
Andorra,AND,20200323,113
Andorra,AND,20200324,133
Andorra,AND,20200325,164
Andorra,AND,20200326,188
Andorra,AND,20200327,224
Andorra,AND,20200328,267
Andorra,AND,20200329,308
Andorra,AND,20200330,334
Andorra,AND,20200331,370
Andorra,AND,20200401,376
Andorra,AND,20200402,390
Andorra,AND,20200403,428
Andorra,AND,20200404,439
Andorra,AND,20200405,466
Andorra,AND,20200406,501
Andorra,AND,20200407,526
Andorra,AND,20200408,545
Andorra,AND,20200409,564
Andorra,AND,20200410,583
Andorra,AND,20200411,601
Andorra,AND,20200412,622
Angola,AGO,20200322,2
Angola,AGO,20200323,2
Angola,AGO,20200324,2
Angola,AGO,20200325,2
Angola,AGO,20200326,2
Angola,AGO,20200327,3
Angola,AGO,20200328,4
Angola,AGO,20200329,4
Angola,AGO,20200330,7
Angola,AGO,20200331,7
Angola,AGO,20200401,7
Angola,AGO,20200402,8
Angola,AGO,20200403,8
Angola,AGO,20200404,8
Angola,AGO,20200405,10
Angola,AGO,20200406,14
Angola,AGO,20200407,16
Angola,AGO,20200408,17
Angola,AGO,20200409,19
Angola,AGO,20200410,19
Angola,AGO,20200411,19
Angola,AGO,20200412,19
Anguilla,AIA,20200327,2
Anguilla,AIA,20200328,2
Anguilla,AIA,20200329,2
Anguilla,AIA,20200330,2
Anguilla,AIA,20200331,2
Anguilla,AIA,20200401,2
Anguilla,AIA,20200402,2
Anguilla,AIA,20200403,3
Anguilla,AIA,20200404,3
Anguilla,AIA,20200405,3
Anguilla,AIA,20200406,3
Anguilla,AIA,20200407,3
Anguilla,AIA,20200408,3
Anguilla,AIA,20200409,3
Anguilla,AIA,20200410,3
Anguilla,AIA,20200411,3
Anguilla,AIA,20200412,3
Antigua and Barbuda,ATG,20200315,1
Antigua and Barbuda,ATG,20200321,1
Antigua and Barbuda,ATG,20200322,1
Antigua and Barbuda,ATG,20200323,1
Antigua and Barbuda,ATG,20200324,1
Antigua and Barbuda,ATG,20200325,3
Antigua and Barbuda,ATG,20200326,3
Antigua and Barbuda,ATG,20200327,7
Antigua and Barbuda,ATG,20200328,7
Antigua and Barbuda,ATG,20200329,7
Antigua and Barbuda,ATG,20200330,7
Antigua and Barbuda,ATG,20200331,7
Antigua and Barbuda,ATG,20200401,7
Antigua and Barbuda,ATG,20200402,7
Antigua and Barbuda,ATG,20200403,9
Antigua and Barbuda,ATG,20200404,15
Antigua and Barbuda,ATG,20200405,15
Antigua and Barbuda,ATG,20200406,15
Antigua and Barbuda,ATG,20200407,15
Antigua and Barbuda,ATG,20200408,15
Antigua and Barbuda,ATG,20200409,15
Antigua and Barbuda,ATG,20200410,19
Antigua and Barbuda,ATG,20200411,21
Antigua and Barbuda,ATG,20200412,21
Argentina,ARG,20200304,1
Argentina,ARG,20200306,2
Argentina,ARG,20200307,8
Argentina,ARG,20200308,9
Argentina,ARG,20200309,12
Argentina,ARG,20200311,19
Argentina,ARG,20200313,31
Argentina,ARG,20200314,34
Argentina,ARG,20200315,45
Argentina,ARG,20200316,56
Argentina,ARG,20200317,65
Argentina,ARG,20200318,79
Argentina,ARG,20200319,97
Argentina,ARG,20200320,128
Argentina,ARG,20200321,158
Argentina,ARG,20200322,225
Argentina,ARG,20200323,266
Argentina,ARG,20200324,301
Argentina,ARG,20200325,387
Argentina,ARG,20200326,502
Argentina,ARG,20200327,589
Argentina,ARG,20200328,690
Argentina,ARG,20200329,745
Argentina,ARG,20200330,820
Argentina,ARG,20200331,966
Argentina,ARG,20200401,966
Argentina,ARG,20200402,1133
Argentina,ARG,20200403,1133
Argentina,ARG,20200404,1265
Argentina,ARG,20200405,1451
Argentina,ARG,20200406,1554
Argentina,ARG,20200407,1628
Argentina,ARG,20200408,1715
Argentina,ARG,20200409,1795
Argentina,ARG,20200410,1894
Argentina,ARG,20200411,1975
Argentina,ARG,20200412,2137
Armenia,ARM,20191231,0
Armenia,ARM,20200101,0
Armenia,ARM,20200102,0
Armenia,ARM,20200103,0
Armenia,ARM,20200104,0
Armenia,ARM,20200105,0
Armenia,ARM,20200106,0
Armenia,ARM,20200107,0
Armenia,ARM,20200108,0
Armenia,ARM,20200109,0
Armenia,ARM,20200110,0
Armenia,ARM,20200111,0
Armenia,ARM,20200112,0
Armenia,ARM,20200113,0
Armenia,ARM,20200114,0
Armenia,ARM,20200115,0
Armenia,ARM,20200116,0
Armenia,ARM,20200117,0
Armenia,ARM,20200118,0
Armenia,ARM,20200119,0
Armenia,ARM,20200120,0
Armenia,ARM,20200121,0
Armenia,ARM,20200122,0
Armenia,ARM,20200123,0
Armenia,ARM,20200124,0
Armenia,ARM,20200125,0
Armenia,ARM,20200126,0
Armenia,ARM,20200127,0
Armenia,ARM,20200128,0
Armenia,ARM,20200129,0
Armenia,ARM,20200130,0
Armenia,ARM,20200131,0
Armenia,ARM,20200201,0
Armenia,ARM,20200202,0
Armenia,ARM,20200203,0
Armenia,ARM,20200204,0
Armenia,ARM,20200205,0
Armenia,ARM,20200206,0
Armenia,ARM,20200207,0
Armenia,ARM,20200208,0
Armenia,ARM,20200209,0
Armenia,ARM,20200210,0
Armenia,ARM,20200211,0
Armenia,ARM,20200212,0
Armenia,ARM,20200213,0
Armenia,ARM,20200214,0
Armenia,ARM,20200215,0
Armenia,ARM,20200216,0
Armenia,ARM,20200217,0
Armenia,ARM,20200218,0
Armenia,ARM,20200219,0
Armenia,ARM,20200220,0
Armenia,ARM,20200221,0
Armenia,ARM,20200222,0
Armenia,ARM,20200223,0
Armenia,ARM,20200224,0
Armenia,ARM,20200225,0
Armenia,ARM,20200226,0
Armenia,ARM,20200227,0
Armenia,ARM,20200228,0
Armenia,ARM,20200229,0
Armenia,ARM,20200301,1
Armenia,ARM,20200302,1
Armenia,ARM,20200312,4
Armenia,ARM,20200313,6
Armenia,ARM,20200314,13
Armenia,ARM,20200315,20
Armenia,ARM,20200316,30
Armenia,ARM,20200317,52
Armenia,ARM,20200318,78
Armenia,ARM,20200319,115
Armenia,ARM,20200320,122
Armenia,ARM,20200321,136
Armenia,ARM,20200322,160
Armenia,ARM,20200323,190
Armenia,ARM,20200324,194
Armenia,ARM,20200325,265
Armenia,ARM,20200326,290
Armenia,ARM,20200327,329
Armenia,ARM,20200328,372
Armenia,ARM,20200329,424
Armenia,ARM,20200330,424
Armenia,ARM,20200331,482
Armenia,ARM,20200401,532
Armenia,ARM,20200402,571
Armenia,ARM,20200403,663
Armenia,ARM,20200404,736
Armenia,ARM,20200405,770
Armenia,ARM,20200406,822
Armenia,ARM,20200407,833
Armenia,ARM,20200408,853
Armenia,ARM,20200409,881
Armenia,ARM,20200410,921
Armenia,ARM,20200411,937
Armenia,ARM,20200412,967
Aruba,ABW,20200313,2
Aruba,ABW,20200320,4
Aruba,ABW,20200324,12
Aruba,ABW,20200325,17
Aruba,ABW,20200326,19
Aruba,ABW,20200327,28
Aruba,ABW,20200328,28
Aruba,ABW,20200329,28
Aruba,ABW,20200330,50
Aruba,ABW,20200401,55
Aruba,ABW,20200402,55
Aruba,ABW,20200403,60
Aruba,ABW,20200404,62
Aruba,ABW,20200405,64
Aruba,ABW,20200406,64
Aruba,ABW,20200407,71
Aruba,ABW,20200408,74
Aruba,ABW,20200409,77
Aruba,ABW,20200410,82
Aruba,ABW,20200411,86
Aruba,ABW,20200412,92
Asia,,20191231,27
Asia,,20200101,27
Asia,,20200102,27
Asia,,20200103,44
Asia,,20200104,44
Asia,,20200105,59
Asia,,20200106,59
Asia,,20200107,59
Asia,,20200108,59
Asia,,20200109,59
Asia,,20200110,59
Asia,,20200111,59
Asia,,20200112,59
Asia,,20200113,60
Asia,,20200114,60
Asia,,20200115,61
Asia,,20200116,61
Asia,,20200117,66
Asia,,20200118,83
Asia,,20200119,219
Asia,,20200120,239
Asia,,20200121,391
Asia,,20200122,533
Asia,,20200123,630
Asia,,20200124,896
Asia,,20200125,1344
Asia,,20200126,2013
Asia,,20200127,2807
Asia,,20200128,4572
Asia,,20200129,6047
Asia,,20200130,7799
Asia,,20200131,9793
Asia,,20200201,11903
Asia,,20200202,14507
Asia,,20200203,17321
Asia,,20200204,20561
Asia,,20200205,24456
Asia,,20200206,28195
Asia,,20200207,31367
Asia,,20200208,34800
Asia,,20200209,37418
Asia,,20200210,40399
Asia,,20200211,42894
Asia,,20200212,44925
Asia,,20200213,60074
Asia,,20200214,64240
Asia,,20200215,66798
Asia,,20200216,68826
Asia,,20200217,70892
Asia,,20200218,72788
Asia,,20200219,74564
Asia,,20200220,75017
Asia,,20200221,75996
Asia,,20200222,77044
Asia,,20200223,77989
Asia,,20200224,78402
Asia,,20200225,79077
Asia,,20200226,79833
Asia,,20200227,80819
Asia,,20200228,81739
Asia,,20200229,83264
Asia,,20200301,84669
Asia,,20200302,85997
Asia,,20200303,87270
Asia,,20200304,88784
Asia,,20200305,90037
Asia,,20200306,91394
Asia,,20200307,93356
Asia,,20200308,94981
Asia,,20200309,96146
Asia,,20200310,97058
Asia,,20200311,98403
Asia,,20200312,100036
Asia,,20200313,101409
Asia,,20200314,103230
Asia,,20200315,105037
Asia,,20200316,106980
Asia,,20200317,108803
Asia,,20200318,110748
Asia,,20200319,112856
Asia,,20200320,115259
Asia,,20200321,117799
Asia,,20200322,120778
Asia,,20200323,123514
Asia,,20200324,126722
Asia,,20200325,130855
Asia,,20200326,135470
Asia,,20200327,140851
Asia,,20200328,147900
Asia,,20200329,155312
Asia,,20200330,162410
Asia,,20200331,170010
Asia,,20200401,177657
Asia,,20200402,186211
Asia,,20200403,195087
Asia,,20200404,201388
Asia,,20200405,213719
Asia,,20200406,223925
Asia,,20200407,233291
Asia,,20200408,242914
Asia,,20200409,252436
Asia,,20200410,262614
Asia,,20200411,273665
Asia,,20200412,286746
Asia excl. China,,20191231,0
Asia excl. China,,20200101,0
Asia excl. China,,20200102,0
Asia excl. China,,20200103,0
Asia excl. China,,20200104,0
Asia excl. China,,20200105,0
Asia excl. China,,20200106,0
Asia excl. China,,20200107,0
Asia excl. China,,20200108,0
Asia excl. China,,20200109,0
Asia excl. China,,20200110,0
Asia excl. China,,20200111,0
Asia excl. China,,20200112,0
Asia excl. China,,20200113,1
Asia excl. China,,20200114,1
Asia excl. China,,20200115,2
Asia excl. China,,20200116,2
Asia excl. China,,20200117,3
Asia excl. China,,20200118,3
Asia excl. China,,20200119,3
Asia excl. China,,20200120,4
Asia excl. China,,20200121,5
Asia excl. China,,20200122,7
Asia excl. China,,20200123,7
Asia excl. China,,20200124,14
Asia excl. China,,20200125,21
Asia excl. China,,20200126,25
Asia excl. China,,20200127,32
Asia excl. China,,20200128,44
Asia excl. China,,20200129,53
Asia excl. China,,20200130,65
Asia excl. China,,20200131,79
Asia excl. China,,20200201,94
Asia excl. China,,20200202,108
Asia excl. China,,20200203,110
Asia excl. China,,20200204,113
Asia excl. China,,20200205,136
Asia excl. China,,20200206,148
Asia excl. China,,20200207,160
Asia excl. China,,20200208,175
Asia excl. China,,20200209,186
Asia excl. China,,20200210,193
Asia excl. China,,20200211,198
Asia excl. China,,20200212,201
Asia excl. China,,20200213,209
Asia excl. China,,20200214,219
Asia excl. China,,20200215,239
Asia excl. China,,20200216,260
Asia excl. China,,20200217,274
Asia excl. China,,20200218,280
Asia excl. China,,20200219,306
Asia excl. China,,20200220,365
Asia excl. China,,20200221,453
Asia excl. China,,20200222,675
Asia excl. China,,20200223,973
Asia excl. China,,20200224,1168
Asia excl. China,,20200225,1328
Asia excl. China,,20200226,1674
Asia excl. China,,20200227,2221
Asia excl. China,,20200228,2812
Asia excl. China,,20200229,3909
Asia excl. China,,20200301,4740
Asia excl. China,,20200302,5863
Asia excl. China,,20200303,7009
Asia excl. China,,20200304,8404
Asia excl. China,,20200305,9540
Asia excl. China,,20200306,10727
Asia excl. China,,20200307,12588
Asia excl. China,,20200308,14167
Asia excl. China,,20200309,15287
Asia excl. China,,20200310,16179
Asia excl. China,,20200311,17495
Asia excl. China,,20200312,19104
Asia excl. China,,20200313,20455
Asia excl. China,,20200314,22257
Asia excl. China,,20200315,24042
Asia excl. China,,20200316,25960
Asia excl. China,,20200317,27740
Asia excl. China,,20200318,29662
Asia excl. China,,20200319,31726
Asia excl. China,,20200320,34030
Asia excl. China,,20200321,36518
Asia excl. China,,20200322,39432
Asia excl. China,,20200323,42030
Asia excl. China,,20200324,45169
Asia excl. China,,20200325,49224
Asia excl. China,,20200326,53737
Asia excl. China,,20200327,59024
Asia excl. China,,20200328,65954
Asia excl. China,,20200329,73253
Asia excl. China,,20200330,80253
Asia excl. China,,20200331,87769
Asia excl. China,,20200401,95362
Asia excl. China,,20200402,103816
Asia excl. China,,20200403,112622
Asia excl. China,,20200404,118861
Asia excl. China,,20200405,131144
Asia excl. China,,20200406,141283
Asia excl. China,,20200407,150593
Asia excl. China,,20200408,160130
Asia excl. China,,20200409,169566
Asia excl. China,,20200410,179689
Asia excl. China,,20200411,190661
Asia excl. China,,20200412,203649
Australia,AUS,20191231,0
Australia,AUS,20200101,0
Australia,AUS,20200102,0
Australia,AUS,20200103,0
Australia,AUS,20200104,0
Australia,AUS,20200105,0
Australia,AUS,20200106,0
Australia,AUS,20200107,0
Australia,AUS,20200108,0
Australia,AUS,20200109,0
Australia,AUS,20200110,0
Australia,AUS,20200111,0
Australia,AUS,20200112,0
Australia,AUS,20200113,0
Australia,AUS,20200114,0
Australia,AUS,20200115,0
Australia,AUS,20200116,0
Australia,AUS,20200117,0
Australia,AUS,20200118,0
Australia,AUS,20200119,0
Australia,AUS,20200120,0
Australia,AUS,20200121,0
Australia,AUS,20200122,0
Australia,AUS,20200123,0
Australia,AUS,20200124,0
Australia,AUS,20200125,1
Australia,AUS,20200126,4
Australia,AUS,20200127,4
Australia,AUS,20200128,4
Australia,AUS,20200129,4
Australia,AUS,20200130,6
Australia,AUS,20200131,7
Australia,AUS,20200201,9
Australia,AUS,20200202,11
Australia,AUS,20200203,11
Australia,AUS,20200204,11
Australia,AUS,20200205,12
Australia,AUS,20200206,13
Australia,AUS,20200207,14
Australia,AUS,20200208,14
Australia,AUS,20200209,14
Australia,AUS,20200210,14
Australia,AUS,20200211,14
Australia,AUS,20200212,14
Australia,AUS,20200213,14
Australia,AUS,20200214,15
Australia,AUS,20200215,15
Australia,AUS,20200216,15
Australia,AUS,20200217,15
Australia,AUS,20200218,15
Australia,AUS,20200219,15
Australia,AUS,20200220,15
Australia,AUS,20200221,17
Australia,AUS,20200222,21
Australia,AUS,20200223,22
Australia,AUS,20200224,22
Australia,AUS,20200225,22
Australia,AUS,20200226,22
Australia,AUS,20200227,23
Australia,AUS,20200228,23
Australia,AUS,20200229,25
Australia,AUS,20200301,26
Australia,AUS,20200302,29
Australia,AUS,20200303,33
Australia,AUS,20200304,41
Australia,AUS,20200305,52
Australia,AUS,20200306,59
Australia,AUS,20200307,63
Australia,AUS,20200308,74
Australia,AUS,20200309,80
Australia,AUS,20200310,100
Australia,AUS,20200311,112
Australia,AUS,20200312,126
Australia,AUS,20200313,156
Australia,AUS,20200314,197
Australia,AUS,20200315,249
Australia,AUS,20200316,298
Australia,AUS,20200317,375
Australia,AUS,20200318,454
Australia,AUS,20200319,565
Australia,AUS,20200320,709
Australia,AUS,20200321,874
Australia,AUS,20200322,1098
Australia,AUS,20200323,1709
Australia,AUS,20200324,1823
Australia,AUS,20200325,2423
Australia,AUS,20200326,2799
Australia,AUS,20200327,3166
Australia,AUS,20200328,3378
Australia,AUS,20200329,3809
Australia,AUS,20200330,4093
Australia,AUS,20200331,4557
Australia,AUS,20200401,4707
Australia,AUS,20200402,4976
Australia,AUS,20200403,5224
Australia,AUS,20200404,5548
Australia,AUS,20200405,5687
Australia,AUS,20200406,5744
Australia,AUS,20200407,5844
Australia,AUS,20200408,5956
Australia,AUS,20200409,6052
Australia,AUS,20200410,6152
Australia,AUS,20200411,6238
Australia,AUS,20200412,6289
Austria,AUT,20191231,0
Austria,AUT,20200101,0
Austria,AUT,20200102,0
Austria,AUT,20200103,0
Austria,AUT,20200104,0
Austria,AUT,20200105,0
Austria,AUT,20200106,0
Austria,AUT,20200107,0
Austria,AUT,20200108,0
Austria,AUT,20200109,0
Austria,AUT,20200110,0
Austria,AUT,20200111,0
Austria,AUT,20200112,0
Austria,AUT,20200113,0
Austria,AUT,20200114,0
Austria,AUT,20200115,0
Austria,AUT,20200116,0
Austria,AUT,20200117,0
Austria,AUT,20200118,0
Austria,AUT,20200119,0
Austria,AUT,20200120,0
Austria,AUT,20200121,0
Austria,AUT,20200122,0
Austria,AUT,20200123,0
Austria,AUT,20200124,0
Austria,AUT,20200125,0
Austria,AUT,20200126,0
Austria,AUT,20200127,0
Austria,AUT,20200128,0
Austria,AUT,20200129,0
Austria,AUT,20200130,0
Austria,AUT,20200131,0
Austria,AUT,20200201,0
Austria,AUT,20200202,0
Austria,AUT,20200203,0
Austria,AUT,20200204,0
Austria,AUT,20200205,0
Austria,AUT,20200206,0
Austria,AUT,20200207,0
Austria,AUT,20200208,0
Austria,AUT,20200209,0
Austria,AUT,20200210,0
Austria,AUT,20200211,0
Austria,AUT,20200212,0
Austria,AUT,20200213,0
Austria,AUT,20200214,0
Austria,AUT,20200215,0
Austria,AUT,20200216,0
Austria,AUT,20200217,0
Austria,AUT,20200218,0
Austria,AUT,20200219,0
Austria,AUT,20200220,0
Austria,AUT,20200221,0
Austria,AUT,20200222,0
Austria,AUT,20200223,0
Austria,AUT,20200224,0
Austria,AUT,20200225,0
Austria,AUT,20200226,2
Austria,AUT,20200227,2
Austria,AUT,20200228,5
Austria,AUT,20200229,7
Austria,AUT,20200301,10
Austria,AUT,20200302,14
Austria,AUT,20200303,18
Austria,AUT,20200304,24
Austria,AUT,20200305,29
Austria,AUT,20200306,41
Austria,AUT,20200307,74
Austria,AUT,20200308,99
Austria,AUT,20200309,102
Austria,AUT,20200310,131
Austria,AUT,20200311,182
Austria,AUT,20200312,246
Austria,AUT,20200313,361
Austria,AUT,20200314,504
Austria,AUT,20200315,655
Austria,AUT,20200316,860
Austria,AUT,20200317,1016
Austria,AUT,20200318,1332
