name,id,date,CO
承德,承德,20200101,1.7966666666666666
承德,承德,20200102,2.4258333333333333
承德,承德,20200103,2.2279166666666668
承德,承德,20200104,1.7858333333333334
承德,承德,20200105,2.3433333333333337
承德,承德,20200106,2.4858333333333333
承德,承德,20200107,0.9666666666666668
承德,承德,20200108,0.8329166666666667
承德,承德,20200109,1.1587499999999995
承德,承德,20200110,1.2991666666666666
承德,承德,20200111,0.8170833333333333
承德,承德,20200112,0.9616666666666668
承德,承德,20200113,0.7187499999999997
承德,承德,20200114,0.9450000000000002
承德,承德,20200115,1.47625
承德,承德,20200116,1.305
承德,承德,20200117,1.6775
承德,承德,20200118,1.6658333333333333
承德,承德,20200119,0.9716666666666668
承德,承德,20200120,0.8524999999999997
承德,承德,20200121,1.4295833333333337
承德,承德,20200122,2.2557894736842106
承德,承德,20200123,1.7554166666666664
承德,承德,20200124,1.3445833333333332
承德,承德,20200125,1.9470833333333333
承德,承德,20200126,1.90875
承德,承德,20200127,1.8329166666666667
承德,承德,20200128,1.4654166666666664
承德,承德,20200129,0.9533333333333336
承德,承德,20200130,0.9674999999999998
承德,承德,20200131,1.2245833333333336
承德,承德,20200201,0.5945833333333335
承德,承德,20200202,0.73375
承德,承德,20200203,0.7529166666666667
承德,承德,20200204,0.6954166666666669
承德,承德,20200205,0.7183333333333333
承德,承德,20200206,1.24875
承德,承德,20200207,1.2208333333333332
承德,承德,20200208,0.9491666666666666
承德,承德,20200209,1.3045833333333334
承德,承德,20200210,1.7299999999999998
承德,承德,20200211,1.971666666666667
承德,承德,20200212,2.160833333333333
承德,承德,20200213,2.242083333333333
承德,承德,20200214,0.5925
承德,承德,20200215,0.4358333333333333
承德,承德,20200216,0.3625
承德,承德,20200217,0.4104166666666665
承德,承德,20200218,0.80375
承德,承德,20200219,1.0766666666666664
承德,承德,20200220,1.6820833333333332
承德,承德,20200221,1.4745833333333336
承德,承德,20200222,0.4295833333333332
承德,承德,20200223,0.9483333333333333
承德,承德,20200224,1.1787500000000002
承德,承德,20200225,0.59375
承德,承德,20200226,0.6629166666666666
承德,承德,20200227,1.0295833333333333
承德,承德,20200228,1.2733333333333334
承德,承德,20200229,1.8225
承德,承德,20200301,1.2575
承德,承德,20200302,0.7212500000000001
承德,承德,20200303,0.6004166666666668
承德,承德,20200304,0.4145833333333332
承德,承德,20200305,0.7554166666666666
承德,承德,20200306,1.0091666666666663
承德,承德,20200307,0.8095833333333334
承德,承德,20200308,1.3445833333333337
承德,承德,20200309,0.7083333333333335
承德,承德,20200310,0.4633333333333334
承德,承德,20200311,0.7512500000000001
承德,承德,20200312,0.6916666666666669
承德,承德,20200313,0.5754166666666666
承德,承德,20200314,0.6258333333333336
承德,承德,20200315,0.5566666666666668
承德,承德,20200316,0.7979166666666665
承德,承德,20200317,0.6341666666666667
承德,承德,20200318,0.7068181818181819
承德,承德,20200319,0.3987499999999999
承德,承德,20200320,0.5333333333333332
承德,承德,20200321,0.4750000000000001
承德,承德,20200322,0.5620833333333333
承德,承德,20200323,0.5908333333333333
承德,承德,20200324,0.7125
承德,承德,20200325,0.94625
承德,承德,20200326,0.4016666666666666
承德,承德,20200327,0.3637499999999999
承德,承德,20200328,0.5458333333333333
承德,承德,20200329,0.6999999999999998
承德,承德,20200330,0.8299999999999997
承德,承德,20200331,0.6408333333333335
承德,承德,20200401,0.5025
承德,承德,20200402,0.5125
承德,承德,20200403,0.4683333333333335
承德,承德,20200404,0.4620833333333334
承德,承德,20200405,0.7670833333333332
承德,承德,20200406,0.8645833333333331
承德,承德,20200407,0.4504166666666667
承德,承德,20200408,0.6375000000000001
承德,承德,20200409,0.7782608695652177
承德,承德,20200410,0.60375
承德,承德,20200411,0.6220833333333332
承德,承德,20200412,0.5966666666666666
承德,承德,20200413,0.7241666666666667
承德,承德,20200414,0.7529166666666666
承德,承德,20200415,0.8216666666666668
承德,承德,20200416,0.89125
承德,承德,20200417,0.7679166666666668
承德,承德,20200418,0.7312500000000001
承德,承德,20200419,0.74125
承德,承德,20200420,0.4512499999999999
承德,承德,20200421,0.4275
承德,承德,20200422,0.4012500000000001
承德,承德,20200423,0.4266666666666667
承德,承德,20200424,0.5645833333333335
承德,承德,20200425,0.3669565217391303
承德,承德,20200426,0.4191666666666666
承德,承德,20200427,0.5479166666666668
承德,承德,20200428,0.7633333333333333
承德,承德,20200429,0.8850000000000002
承德,承德,20200430,1.37625
承德,承德,20200501,1.2300000000000002
承德,承德,20200502,0.9045833333333332
承德,承德,20200503,0.9191666666666666
承德,承德,20200504,0.5766666666666667
承德,承德,20200505,0.9124999999999998
承德,承德,20200506,1.0670833333333334
承德,承德,20200507,1.3904166666666669
承德,承德,20200508,0.914166666666667
承德,承德,20200509,0.6233333333333333
承德,承德,20200510,0.4883333333333333
承德,承德,20200511,0.4258333333333333
承德,承德,20200512,0.3904166666666668
承德,承德,20200513,0.5491304347826088
承德,承德,20200514,0.6466666666666668
承德,承德,20200515,0.9783333333333332
承德,承德,20200516,0.8216666666666664
承德,承德,20200517,0.4283333333333333
承德,承德,20200518,0.3354166666666667
承德,承德,20200519,0.3537499999999999
承德,承德,20200520,0.4937499999999999
承德,承德,20200521,0.8116666666666669
承德,承德,20200522,0.5087500000000001
承德,承德,20200523,0.4641666666666666
承德,承德,20200524,0.4029166666666666
承德,承德,20200525,0.4545833333333333
承德,承德,20200526,0.4525
承德,承德,20200527,0.3799999999999999
承德,承德,20200528,0.5591666666666667
承德,承德,20200529,0.9804166666666668
承德,承德,20200530,0.8237500000000001
承德,承德,20200531,0.4458333333333333
承德,承德,20200601,0.4966666666666667
承德,承德,20200602,0.5825000000000001
承德,承德,20200603,0.3583333333333333
承德,承德,20200604,0.2970833333333333
承德,承德,20200605,0.6158333333333332
承德,承德,20200606,0.7391666666666666
承德,承德,20200607,0.7895833333333332
承德,承德,20200608,0.6425
承德,承德,20200609,0.7217391304347827
承德,承德,20200610,0.6704166666666668
承德,承德,20200611,0.44
承德,承德,20200612,0.6308333333333334
承德,承德,20200613,0.6508333333333333
承德,承德,20200614,0.3075000000000001
承德,承德,20200615,0.4212499999999999
承德,承德,20200616,0.6241666666666666
承德,承德,20200617,0.8295833333333332
承德,承德,20200618,0.4754166666666665
承德,承德,20200619,0.5875
承德,承德,20200620,0.6033333333333334
承德,承德,20200621,0.6754166666666667
承德,承德,20200622,0.7216666666666667
承德,承德,20200623,1.0429166666666665
承德,承德,20200624,0.4816666666666666
承德,承德,20200625,0.5158333333333335
承德,承德,20200626,0.6279166666666667
承德,承德,20200627,0.3216666666666667
承德,承德,20200628,0.7470833333333333
承德,承德,20200629,0.7479166666666667
承德,承德,20200630,0.5345833333333333
承德,承德,20200701,0.4495833333333333
承德,承德,20200702,0.4424999999999999
承德,承德,20200703,0.7230434782608697
承德,承德,20200704,0.8195833333333334
承德,承德,20200705,0.7187499999999999
承德,承德,20200706,0.4654166666666666
承德,承德,20200707,0.4075
承德,承德,20200708,0.6256521739130436
承德,承德,20200709,0.78125
承德,承德,20200710,0.8362499999999998
承德,承德,20200711,1.0483333333333331
承德,承德,20200712,1.0912499999999998
承德,承德,20200713,0.7799999999999999
承德,承德,20200714,0.4925000000000001
承德,承德,20200715,0.62375
承德,承德,20200716,0.68125
承德,承德,20200717,0.6720833333333335
承德,承德,20200718,0.7025000000000001
承德,承德,20200719,0.4837499999999999
承德,承德,20200720,0.5154166666666667
承德,承德,20200721,0.7229166666666668
承德,承德,20200722,0.7200000000000001
承德,承德,20200723,0.6687500000000001
承德,承德,20200724,0.5404166666666668
承德,承德,20200725,0.6220833333333333
承德,承德,20200726,0.6304166666666668
承德,承德,20200727,0.62
承德,承德,20200728,0.869583333333333
承德,承德,20200729,0.8141666666666666
承德,承德,20200730,0.8416666666666667
承德,承德,20200731,0.7441666666666666
承德,承德,20200801,0.8416666666666668
承德,承德,20200802,0.7212500000000001
承德,承德,20200803,0.6708333333333334
承德,承德,20200804,0.5016666666666668
承德,承德,20200805,0.5737500000000001
承德,承德,20200806,0.7274999999999997
承德,承德,20200807,0.9833333333333334
承德,承德,20200808,1.2033333333333331
承德,承德,20200809,0.7558333333333334
承德,承德,20200810,0.71875
承德,承德,20200811,0.6241666666666666
承德,承德,20200812,0.8095833333333333
承德,承德,20200813,0.6845833333333334
承德,承德,20200814,0.7308333333333331
承德,承德,20200815,0.7954166666666668
承德,承德,20200816,0.9204166666666668
承德,承德,20200817,1.24375
承德,承德,20200818,0.7566666666666664
承德,承德,20200819,0.4666666666666665
承德,承德,20200820,0.4049999999999998
承德,承德,20200821,0.5512499999999999
承德,承德,20200822,0.7504166666666667
承德,承德,20200823,0.8491666666666667
承德,承德,20200824,0.5458333333333334
承德,承德,20200825,0.7870833333333332
承德,承德,20200826,0.7283333333333335
承德,承德,20200827,0.5833333333333331
承德,承德,20200828,0.6858333333333334
承德,承德,20200829,0.7795833333333332
承德,承德,20200830,1.2170833333333333
承德,承德,20200831,0.5854166666666668
承德,承德,20200901,0.5716666666666667
承德,承德,20200902,0.53125
承德,承德,20200903,0.4995833333333333
承德,承德,20200904,0.6158333333333333
承德,承德,20200905,0.6733333333333333
承德,承德,20200906,0.8775
承德,承德,20200907,0.5033333333333333
承德,承德,20200908,0.53125
承德,承德,20200909,0.4995833333333334
承德,承德,20200910,0.4745833333333333
承德,承德,20200911,0.5508333333333333
承德,承德,20200912,0.5383333333333334
承德,承德,20200913,0.60125
承德,承德,20200914,0.7129166666666668
承德,承德,20200915,0.7925000000000001
承德,承德,20200916,0.5745833333333336
承德,承德,20200917,0.4216666666666667
承德,承德,20200918,0.5270833333333333
承德,承德,20200919,0.7129166666666666
承德,承德,20200920,0.72625
承德,承德,20200921,0.7841666666666667
承德,承德,20200922,0.5916666666666668
承德,承德,20200923,0.7791666666666667
承德,承德,20200924,0.8645833333333334
承德,承德,20200925,1.1191666666666664
承德,承德,20200926,1.0625
承德,承德,20200927,1.0269999999999997
承德,承德,20200928,0.9033333333333332
承德,承德,20200929,0.4679166666666666
承德,承德,20200930,0.7595833333333332
承德,承德,20201001,0.7804166666666669
承德,承德,20201002,0.4512499999999999
承德,承德,20201003,0.5608333333333334
承德,承德,20201004,0.3669565217391305
承德,承德,20201005,0.5000000000000001
承德,承德,20201006,0.8133333333333335
承德,承德,20201007,0.8925000000000002
承德,承德,20201008,0.9562500000000004
承德,承德,20201009,1.0533333333333332
承德,承德,20201010,1.2950000000000002
承德,承德,20201011,0.6369565217391306
承德,承德,20201012,0.5924999999999999
承德,承德,20201013,0.6079166666666665
承德,承德,20201014,0.5847826086956522
承德,承德,20201015,0.8783333333333333
承德,承德,20201016,0.5650000000000001
承德,承德,20201017,0.88125
承德,承德,20201018,0.8404347826086958
承德,承德,20201019,1.028333333333333
承德,承德,20201020,0.9270833333333331
承德,承德,20201021,0.505909090909091
承德,承德,20201022,0.4533333333333332
承德,承德,20201023,0.5554545454545455
承德,承德,20201024,0.8937499999999999
承德,承德,20201025,1.151304347826087
承德,承德,20201026,1.597083333333334
承德,承德,20201027,0.5666666666666667
承德,承德,20201028,0.7395833333333334
承德,承德,20201029,1.159166666666667
承德,承德,20201030,1.3316666666666668
承德,承德,20201031,1.0487499999999998
承德,承德,20201101,0.6086956521739132
承德,承德,20201102,0.5058333333333335
承德,承德,20201103,0.5566666666666665
承德,承德,20201104,1.04625
承德,承德,20201105,1.6425
承德,承德,20201106,1.3204166666666666
承德,承德,20201107,0.822083333333333
承德,承德,20201108,0.6966666666666668
承德,承德,20201109,0.90875
承德,承德,20201110,1.3729166666666668
承德,承德,20201111,1.4340909090909089
承德,承德,20201112,1.5424999999999998
承德,承德,20201113,1.0583333333333331
承德,承德,20201114,1.5529166666666667
承德,承德,20201115,2.027083333333333
承德,承德,20201116,1.5729166666666667
承德,承德,20201117,1.9541666666666664
承德,承德,20201118,1.3204166666666668
承德,承德,20201119,0.5804166666666667
承德,承德,20201120,0.6658333333333333
承德,承德,20201121,0.8487499999999999
承德,承德,20201122,0.5670833333333332
承德,承德,20201123,0.8066666666666666
承德,承德,20201124,1.1855555555555557
承德,承德,20201125,1.125217391304348
承德,承德,20201126,1.1925
承德,承德,20201127,0.9325
承德,承德,20201128,0.71625
承德,承德,20201129,0.7734782608695653
承德,承德,20201130,0.7333333333333333
承德,承德,20201201,1.1729166666666668
承德,承德,20201202,0.8233333333333333
承德,承德,20201203,0.6108333333333335
承德,承德,20201204,0.6475000000000001
承德,承德,20201205,0.9141666666666668
承德,承德,20201206,1.0417391304347827
承德,承德,20201207,0.58625
承德,承德,20201208,1.3845833333333333
承德,承德,20201209,2.049166666666667
承德,承德,20201210,2.272608695652174
承德,承德,20201211,1.66125
承德,承德,20201212,1.5333333333333332
承德,承德,20201213,0.6008333333333331
承德,承德,20201214,0.8126086956521739
承德,承德,20201215,0.9315
承德,承德,20201216,1.1158823529411763
承德,承德,20201217,1.437391304347826
承德,承德,20201218,0.7604166666666666
承德,承德,20201219,1.4195833333333334
承德,承德,20201220,1.1449999999999998
承德,承德,20201221,1.29125
承德,承德,20201222,2.08625
承德,承德,20201223,1.6241666666666668
承德,承德,20201224,0.9633333333333332
承德,承德,20201225,1.3934782608695655
承德,承德,20201226,1.7045833333333336
承德,承德,20201227,2.53375
承德,承德,20201228,1.725833333333333
承德,承德,20201229,0.5954545454545452
承德,承德,20201230,0.5779166666666669
承德,承德,20201231,1.0166666666666664
张家口,张家口,20200101,0.98625
张家口,张家口,20200102,0.7870833333333332
张家口,张家口,20200103,0.9245833333333332
张家口,张家口,20200104,0.7979166666666667
张家口,张家口,20200105,1.335
张家口,张家口,20200106,1.2225
张家口,张家口,20200107,0.4424999999999999
张家口,张家口,20200108,0.6729166666666666
张家口,张家口,20200109,0.7566666666666668
张家口,张家口,20200110,0.6391666666666668
张家口,张家口,20200111,0.5637500000000001
张家口,张家口,20200112,0.5875
张家口,张家口,20200113,0.57625
张家口,张家口,20200114,0.7704166666666666
张家口,张家口,20200115,0.8004166666666667
张家口,张家口,20200116,0.805
张家口,张家口,20200117,0.8320833333333334
张家口,张家口,20200118,0.9499999999999996
张家口,张家口,20200119,0.7299999999999999
张家口,张家口,20200120,0.7133333333333334
张家口,张家口,20200121,1.1534782608695653
张家口,张家口,20200122,1.4573684210526314
张家口,张家口,20200123,0.8212500000000001
张家口,张家口,20200124,1.35125
张家口,张家口,20200125,1.1654166666666663
张家口,张家口,20200126,1.5516666666666663
张家口,张家口,20200127,1.1654166666666663
张家口,张家口,20200128,0.9366666666666666
张家口,张家口,20200129,0.7183333333333334
张家口,张家口,20200130,0.8629166666666667
